query_form,complexity_score,nary_count,has_negation,has_annotation,op_FILTER,op_FILTER_NOT_EXISTS,op_OPTIONAL,op_UNION,op_GROUP_BY,op_ORDER_BY,op_LIMIT,op_DISTINCT,op_HAVING,op_BIND,op_VALUES,op_SUBQUERY,op_REGEX,op_STRSTARTS,op_COUNT,op_AGG_OTHER,operator_count,operator_diversity,join_count,nesting_depth,compositional_score,entity_count,class_count,relation_count,literal_count,namespace_count,ttr,vocab_tokens,line_count,token_count,char_count,Domain
SELECT,7.0,0,0,1,0,0,2,0,0,0,0,0,0,0,0,1,0,0,0,0,3,2,3,2,10.5,2,1,2,13,8,0.5714,35,29,155,1970,LegalQA
SELECT,19.0,0,0,1,0,0,4,3,0,0,0,0,0,0,0,1,0,0,0,0,8,3,8,2,20.0,9,5,9,13,8,0.5532,47,38,239,2695,LegalQA
SELECT,11.5,0,0,1,0,0,3,1,0,0,0,0,0,0,0,1,0,0,0,0,5,3,4,2,14.0,9,6,3,13,8,0.5507,69,33,260,2746,LegalQA
SELECT,8.5,0,0,1,0,0,3,0,0,0,0,0,0,0,0,1,0,0,0,0,4,2,4,2,12.0,4,1,3,14,8,0.4925,67,31,213,2463,LegalQA
SELECT,7.0,0,0,1,0,0,2,0,0,0,0,0,0,0,0,1,0,0,0,0,3,2,3,2,10.5,3,1,2,13,8,0.4894,47,29,189,2177,LegalQA
SELECT,7.0,0,0,1,0,0,2,0,0,0,0,0,0,0,0,1,0,0,0,0,3,2,3,2,10.5,3,1,2,13,8,0.5405,37,29,155,1981,LegalQA
SELECT,7.0,0,0,1,0,0,2,0,0,0,0,0,0,0,0,1,0,0,0,0,3,2,3,2,10.5,3,1,2,13,8,0.5581,43,29,161,2081,LegalQA
SELECT,10.0,0,0,1,0,0,4,0,0,0,0,0,0,0,0,1,0,0,0,0,5,2,4,2,12.0,4,1,4,14,8,0.6,35,32,183,2269,LegalQA
SELECT,8.5,0,0,1,0,0,3,0,0,0,0,0,0,0,0,1,0,0,0,0,4,2,4,2,12.0,4,1,3,12,8,0.4848,33,29,148,2060,LegalQA
SELECT,10.0,0,0,1,0,0,4,0,0,0,0,0,0,0,0,1,0,0,0,0,5,2,4,2,12.0,5,1,4,13,8,0.5172,29,31,164,2118,LegalQA
SELECT,10.0,0,0,1,0,0,4,0,0,0,0,0,0,0,0,1,0,0,0,0,5,2,4,2,12.0,5,1,4,13,8,0.5897,39,31,176,2249,LegalQA
SELECT,8.5,0,0,1,0,0,3,0,0,0,0,0,0,0,0,1,0,0,0,0,4,2,4,2,12.0,4,1,3,13,8,0.5405,37,30,169,2086,LegalQA
SELECT,10.0,0,0,1,0,0,4,0,0,0,0,0,0,0,0,1,0,0,0,0,5,2,4,2,12.0,4,1,4,13,8,0.5102,49,31,195,2327,LegalQA
SELECT,8.5,0,0,1,0,0,3,0,0,0,0,0,0,0,0,1,0,0,0,0,4,2,4,2,12.0,4,1,3,13,8,0.4386,57,30,208,2338,LegalQA
SELECT,10.0,0,0,1,0,0,4,0,0,0,0,0,0,0,0,1,0,0,0,0,5,2,4,2,12.0,4,1,4,13,8,0.5333,45,31,182,2203,LegalQA
SELECT,20.5,0,0,1,0,0,3,4,0,0,0,0,0,0,0,1,0,0,0,0,8,3,5,2,15.5,10,9,3,15,8,0.4494,89,35,339,3267,LegalQA
SELECT,8.5,0,0,1,0,0,3,0,0,0,0,0,0,0,0,1,0,0,0,0,4,2,4,2,12.0,4,1,3,14,8,0.4286,49,31,180,2353,LegalQA
SELECT,8.5,0,0,1,0,0,3,0,0,0,0,0,0,0,0,1,0,0,0,0,4,2,4,2,12.0,4,1,3,13,8,0.5122,41,30,170,2077,LegalQA
SELECT,8.5,0,0,1,0,0,3,0,0,0,0,0,0,0,0,1,0,0,0,0,4,2,3,2,10.5,4,1,3,13,8,0.5405,37,30,159,2089,LegalQA
SELECT,10.0,0,0,1,0,0,4,0,0,0,0,0,0,0,0,1,0,0,0,0,5,2,4,2,12.0,4,1,4,13,8,0.5238,63,31,209,2420,LegalQA
SELECT,13.0,0,0,1,0,0,4,1,0,0,0,0,0,0,0,1,0,0,0,0,6,3,5,2,15.5,7,6,4,13,8,0.5306,49,34,219,2533,LegalQA
SELECT,8.5,0,0,1,0,0,3,0,0,0,0,0,0,0,0,1,0,0,0,0,4,2,3,2,10.5,4,1,3,13,8,0.5098,51,30,183,2210,LegalQA
SELECT,7.0,0,0,1,0,0,2,0,0,0,0,0,0,0,0,1,0,0,0,0,3,2,2,2,9.0,3,1,2,13,8,0.5745,47,29,172,2143,LegalQA
SELECT,7.0,0,0,1,0,0,2,0,0,0,0,0,0,0,0,1,0,0,0,0,3,2,3,2,10.5,3,1,2,14,8,0.5349,43,30,188,2214,LegalQA
SELECT,8.5,0,0,1,0,0,3,0,0,0,0,0,0,0,0,1,0,0,0,0,4,2,4,2,12.0,4,1,3,13,8,0.5116,43,30,176,2145,LegalQA
SELECT,10.0,0,0,1,0,0,4,0,0,0,0,0,0,0,0,1,0,0,0,0,5,2,4,2,12.0,4,1,4,14,8,0.5128,39,32,186,2253,LegalQA
SELECT,7.0,0,0,1,0,0,2,0,0,0,0,0,0,0,0,1,0,0,0,0,3,2,3,2,10.5,2,1,2,13,8,0.5641,39,29,158,2007,LegalQA
SELECT,10.0,0,0,1,0,0,4,0,0,0,0,0,0,0,0,1,0,0,0,0,5,2,4,2,12.0,5,1,4,13,8,0.5641,39,31,168,2211,LegalQA
SELECT,10.0,0,0,1,0,0,4,0,0,0,0,0,0,0,0,1,0,0,0,0,5,2,4,2,12.0,4,1,4,13,8,0.5283,53,31,203,2378,LegalQA
SELECT,10.0,0,0,1,0,0,4,0,0,0,0,0,0,0,0,1,0,0,0,0,5,2,4,2,12.0,4,1,4,13,8,0.449,49,31,191,2273,LegalQA
SELECT,7.0,0,0,1,0,0,2,0,0,0,0,0,0,0,0,1,0,0,0,0,3,2,3,2,10.5,3,1,2,13,8,0.5102,49,29,174,2122,LegalQA
SELECT,10.0,0,0,1,0,0,4,0,0,0,0,0,0,0,0,1,0,0,0,0,5,2,4,2,12.0,4,1,4,13,8,0.5306,49,31,191,2227,LegalQA
SELECT,7.0,0,0,1,0,0,2,0,0,0,0,0,0,0,0,1,0,0,0,0,3,2,3,2,10.5,3,1,2,13,8,0.3725,51,29,168,2148,LegalQA
SELECT,7.0,0,0,1,0,0,2,0,0,0,0,0,0,0,0,1,0,0,0,0,3,2,3,2,10.5,3,1,2,13,8,0.5349,43,29,164,2030,LegalQA
SELECT,10.0,0,0,1,0,0,4,0,0,0,0,0,0,0,0,1,0,0,0,0,5,2,5,2,13.5,5,1,4,13,8,0.551,49,31,186,2309,LegalQA
SELECT,10.0,0,0,1,0,0,4,0,0,0,0,0,0,0,0,1,0,0,0,0,5,2,4,2,12.0,6,2,4,12,7,0.5098,51,30,191,2423,LegalQA
SELECT,7.0,0,0,1,0,0,2,0,0,0,0,0,0,0,0,1,0,0,0,0,3,2,3,2,10.5,3,1,2,13,8,0.5306,49,29,173,2127,LegalQA
SELECT,10.0,0,0,1,0,0,4,0,0,0,0,0,0,0,0,1,0,0,0,0,5,2,4,2,12.0,5,1,4,14,7,0.5102,49,31,198,2387,LegalQA
SELECT,10.0,0,0,1,0,0,4,0,0,0,0,0,0,0,0,1,0,0,0,0,5,2,4,2,12.0,4,1,4,13,8,0.4386,57,31,200,2366,LegalQA
SELECT,7.0,0,0,1,0,0,2,0,0,0,0,0,0,0,0,1,0,0,0,0,3,2,3,2,10.5,3,1,2,13,8,0.5556,45,29,167,2036,LegalQA
SELECT,10.0,0,0,1,0,0,2,1,0,0,0,0,0,0,0,1,0,0,0,0,4,3,3,2,12.5,6,4,2,13,7,0.4909,55,31,201,2385,LegalQA
SELECT,10.0,0,0,1,0,0,4,0,0,0,0,0,0,0,0,1,0,0,0,0,5,2,4,2,12.0,4,1,4,12,8,0.493,71,30,225,2516,LegalQA
SELECT,8.5,0,0,1,0,0,3,0,0,0,0,0,0,0,0,1,0,0,0,0,4,2,4,2,12.0,4,1,3,12,8,0.5897,39,29,142,2047,LegalQA
SELECT,8.5,0,0,1,0,0,3,0,0,0,0,0,0,0,0,1,0,0,0,0,4,2,3,2,10.5,4,1,3,14,8,0.5676,37,31,188,2238,LegalQA
SELECT,13.0,0,0,1,0,0,4,1,0,0,0,0,0,0,0,1,0,0,0,0,6,3,5,2,15.5,9,7,4,13,8,0.4727,55,34,244,2625,LegalQA
SELECT,7.0,0,0,1,0,0,2,0,0,0,0,0,0,0,0,1,0,0,0,0,3,2,3,2,10.5,2,1,2,14,8,0.549,51,30,195,2365,LegalQA
SELECT,10.0,0,0,1,0,0,4,0,0,0,0,0,0,0,0,1,0,0,0,0,5,2,5,2,13.5,5,1,4,13,8,0.5532,47,31,186,2209,LegalQA
SELECT,8.5,0,0,1,0,0,3,0,0,0,0,0,0,0,0,1,0,0,0,0,4,2,4,2,12.0,3,1,3,12,8,0.5556,45,29,164,2063,LegalQA
SELECT,8.5,0,0,1,0,0,3,0,0,0,0,0,0,0,0,1,0,0,0,0,4,2,4,2,12.0,4,1,3,13,8,0.5714,49,30,181,2179,LegalQA
SELECT,7.0,0,0,1,0,0,2,0,0,0,0,0,0,0,0,1,0,0,0,0,3,2,3,2,10.5,3,1,2,13,8,0.5091,55,29,200,2295,LegalQA
SELECT,7.0,0,0,1,0,0,2,0,0,0,0,0,0,0,0,1,0,0,0,0,3,2,3,2,10.5,2,1,2,14,8,0.5116,43,30,174,2165,LegalQA
SELECT,8.5,0,0,1,0,0,3,0,0,0,0,0,0,0,0,1,0,0,0,0,4,2,4,2,12.0,4,1,3,14,8,0.561,41,31,178,2200,LegalQA
SELECT,7.0,0,0,1,0,0,2,0,0,0,0,0,0,0,0,1,0,0,0,0,3,2,3,2,10.5,3,1,2,12,8,0.5349,43,28,140,1938,LegalQA
SELECT,8.5,0,0,1,0,0,3,0,0,0,0,0,0,0,0,1,0,0,0,0,4,2,3,2,10.5,3,1,3,14,8,0.4912,57,31,203,2412,LegalQA
SELECT,10.0,0,0,1,0,0,4,0,0,0,0,0,0,0,0,1,0,0,0,0,5,2,4,2,12.0,5,1,4,12,8,0.6552,29,30,137,2001,LegalQA
SELECT,8.5,0,0,1,0,0,3,0,0,0,0,0,0,0,0,1,0,0,0,0,4,2,4,2,12.0,4,1,3,13,8,0.4898,49,30,191,2226,LegalQA
SELECT,10.0,0,0,1,0,0,4,0,0,0,0,0,0,0,0,1,0,0,0,0,5,2,4,2,12.0,4,1,4,13,8,0.4912,57,31,204,2357,LegalQA
SELECT,7.0,0,0,1,0,0,2,0,0,0,0,0,0,0,0,1,0,0,0,0,3,2,3,2,10.5,3,1,2,13,8,0.4915,59,29,197,2193,LegalQA
SELECT,8.5,0,0,1,0,0,3,0,0,0,0,0,0,0,0,1,0,0,0,0,4,2,4,2,12.0,3,1,3,13,8,0.5532,47,30,172,2212,LegalQA
SELECT,7.0,0,0,1,0,0,2,0,0,0,0,0,0,0,0,1,0,0,0,0,3,2,2,2,9.0,3,1,2,13,8,0.4706,51,29,175,2124,LegalQA
SELECT,7.0,0,0,1,0,0,2,0,0,0,0,0,0,0,0,1,0,0,0,0,3,2,3,2,10.5,3,1,2,13,8,0.5385,39,29,158,2052,LegalQA
SELECT,7.0,0,0,1,0,0,2,0,0,0,0,0,0,0,0,1,0,0,0,0,3,2,3,2,10.5,3,1,2,13,7,0.561,41,28,165,2155,LegalQA
SELECT,6.0,0,0,1,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1,4,2,10.0,4,1,4,13,8,0.5938,32,31,157,2147,LegalQA
SELECT,7.0,0,0,1,0,0,2,0,0,0,0,0,0,0,0,1,0,0,0,0,3,2,3,2,10.5,3,1,2,15,8,0.3944,71,31,240,2507,LegalQA
SELECT,8.5,0,0,1,0,0,3,0,0,0,0,0,0,0,0,1,0,0,0,0,4,2,4,2,12.0,3,1,3,13,8,0.5366,41,30,169,2093,LegalQA
SELECT,8.5,0,0,1,0,0,3,0,0,0,0,0,0,0,0,1,0,0,0,0,4,2,4,2,12.0,3,1,3,13,8,0.549,51,30,187,2273,LegalQA
SELECT,8.5,0,0,1,0,0,3,0,0,0,0,0,0,0,0,1,0,0,0,0,4,2,4,2,12.0,4,1,3,14,8,0.4727,55,31,209,2361,LegalQA
SELECT,8.5,0,0,1,0,0,3,0,0,0,0,0,0,0,0,1,0,0,0,0,4,2,3,2,10.5,4,1,3,13,8,0.4179,67,30,219,2403,LegalQA
SELECT,10.0,0,0,1,0,0,4,0,0,0,0,0,0,0,0,1,0,0,0,0,5,2,4,2,12.0,4,1,4,14,8,0.5714,35,32,179,2273,LegalQA
SELECT,10.0,0,0,1,0,0,4,0,0,0,0,0,0,0,0,1,0,0,0,0,5,2,4,2,12.0,5,1,4,14,8,0.5111,45,32,212,2454,LegalQA
SELECT,10.0,0,0,1,0,0,4,0,0,0,0,0,0,0,0,1,0,0,0,0,5,2,4,2,12.0,4,1,4,13,8,0.5102,49,31,198,2321,LegalQA
SELECT,8.5,0,0,1,0,0,3,0,0,0,0,0,0,0,0,1,0,0,0,0,4,2,3,2,10.5,3,1,3,13,8,0.5349,43,30,171,2097,LegalQA
SELECT,8.5,0,0,1,0,0,3,0,0,0,0,0,0,0,0,1,0,0,0,0,4,2,3,2,10.5,3,1,3,13,8,0.4576,59,30,201,2407,LegalQA
SELECT,8.5,0,0,1,0,0,3,0,0,0,0,0,0,0,0,1,0,0,0,0,4,2,4,2,12.0,4,1,3,14,8,0.551,49,31,190,2277,LegalQA
SELECT,7.0,0,0,1,0,0,2,0,0,0,0,0,0,0,0,1,0,0,0,0,3,2,3,2,10.5,3,1,2,13,8,0.5094,53,29,176,2141,LegalQA
SELECT,10.0,0,0,1,0,0,4,0,0,0,0,0,0,0,0,1,0,0,0,0,5,2,4,2,12.0,5,1,4,13,8,0.5319,47,31,194,2348,LegalQA
SELECT,10.0,0,0,1,0,0,4,0,0,0,0,0,0,0,0,1,0,0,0,0,5,2,4,2,12.0,5,1,4,13,8,0.5106,47,31,179,2219,LegalQA
SELECT,7.0,0,0,1,0,0,2,0,0,0,0,0,0,0,0,1,0,0,0,0,3,2,2,2,9.0,3,1,2,13,8,0.5319,47,29,166,2115,LegalQA
SELECT,10.0,0,0,1,0,0,4,0,0,0,0,0,0,0,0,1,0,0,0,0,5,2,4,2,12.0,5,1,4,14,7,0.4727,55,31,205,2441,LegalQA
SELECT,10.0,0,0,1,0,0,4,0,0,0,0,0,0,0,0,1,0,0,0,0,5,2,4,2,12.0,4,1,4,13,8,0.5385,39,31,173,2161,LegalQA
SELECT,10.0,0,0,1,0,0,4,0,0,0,0,0,0,0,0,1,0,0,0,0,5,2,4,2,12.0,4,1,4,13,8,0.5122,41,31,183,2219,LegalQA
SELECT,7.0,0,0,1,0,0,2,0,0,0,0,0,0,0,0,1,0,0,0,0,3,2,3,2,10.5,3,1,2,13,8,0.5676,37,29,152,2017,LegalQA
SELECT,8.5,0,0,1,0,0,3,0,0,0,0,0,0,0,0,1,0,0,0,0,4,2,3,2,10.5,4,1,3,13,8,0.5273,55,30,188,2360,LegalQA
SELECT,7.0,0,0,1,0,0,2,0,0,0,0,0,0,0,0,1,0,0,0,0,3,2,2,2,9.0,3,1,2,13,8,0.6,35,29,160,1962,LegalQA
SELECT,8.5,0,0,1,0,0,3,0,0,0,0,0,0,0,0,1,0,0,0,0,4,2,4,2,12.0,3,1,3,13,8,0.5532,47,30,178,2192,LegalQA
SELECT,19.0,0,0,1,0,0,4,3,0,0,0,0,0,0,0,1,0,0,0,0,8,3,4,2,14.0,4,1,4,13,8,0.5094,53,31,198,2380,LegalQA
SELECT,8.5,0,0,1,0,0,3,0,0,0,0,0,0,0,0,1,0,0,0,0,4,2,4,2,12.0,4,1,3,13,8,0.5094,53,30,199,2311,LegalQA
SELECT,8.5,0,0,1,0,0,3,0,0,0,0,0,0,0,0,1,0,0,0,0,4,2,4,2,12.0,4,1,3,14,8,0.5091,55,31,205,2408,LegalQA
SELECT,7.0,0,0,1,0,0,2,0,0,0,0,0,0,0,0,1,0,0,0,0,3,2,3,2,10.5,3,1,2,12,8,0.5472,53,28,173,2112,LegalQA
SELECT,10.0,0,0,1,0,0,4,0,0,0,0,0,0,0,0,1,0,0,0,0,5,2,4,2,12.0,4,1,4,14,8,0.5122,41,32,199,2308,LegalQA
SELECT,10.0,0,0,1,0,0,4,0,0,0,0,0,0,0,0,1,0,0,0,0,5,2,4,2,12.0,4,1,4,13,8,0.4906,53,31,215,2396,LegalQA
SELECT,10.0,0,0,1,0,0,4,0,0,0,0,0,0,0,0,1,0,0,0,0,5,2,4,2,12.0,4,1,4,13,8,0.5085,59,31,215,2462,LegalQA
SELECT,10.0,0,0,1,0,0,4,0,0,0,0,0,0,0,0,1,0,0,0,0,5,2,4,2,12.0,4,1,4,13,8,0.4902,51,31,197,2303,LegalQA
SELECT,7.0,0,0,1,0,0,2,0,0,0,0,0,0,0,0,1,0,0,0,0,3,2,3,2,10.5,3,1,2,13,8,0.5556,45,29,163,2062,LegalQA
SELECT,7.0,0,0,1,0,0,2,0,0,0,0,0,0,0,0,1,0,0,0,0,3,2,3,2,10.5,2,1,2,17,8,0.5085,59,30,208,2384,LegalQA
SELECT,11.5,0,0,1,0,0,3,1,0,0,0,0,0,0,0,1,0,0,0,0,5,3,4,2,14.0,6,6,3,13,8,0.4912,57,33,223,2519,LegalQA
SELECT,10.0,0,1,1,0,1,2,0,0,0,0,0,0,0,0,1,0,0,0,0,4,3,3,3,13.5,4,1,2,14,8,0.4819,83,31,263,2820,LegalQA
DESCRIBE,7.0,0,0,1,0,0,2,0,0,0,0,0,0,0,0,1,0,0,0,0,3,2,3,2,10.5,3,1,2,13,8,0.5273,55,29,191,2241,LegalQA
SELECT,10.0,0,0,1,0,0,4,0,0,0,0,0,0,0,0,1,0,0,0,0,5,2,4,2,12.0,4,1,4,14,8,0.5102,49,32,213,2398,LegalQA
SELECT,10.0,0,0,1,0,0,4,0,0,0,0,0,0,0,0,1,0,0,0,0,5,2,4,2,12.0,4,1,4,14,8,0.5429,35,32,167,2173,LegalQA
SELECT,10.0,0,0,1,0,0,4,0,0,0,0,0,0,0,0,1,0,0,0,0,5,2,4,2,12.0,5,1,4,14,7,0.4717,53,31,197,2417,LegalQA
SELECT,7.0,0,0,1,0,0,2,0,0,0,0,0,0,0,0,1,0,0,0,0,3,2,3,2,10.5,5,3,2,12,8,0.4918,61,29,207,2305,LegalQA
SELECT,8.5,0,0,1,0,0,3,0,0,0,0,0,0,0,0,1,0,0,0,0,4,2,4,2,12.0,4,1,3,14,8,0.561,41,31,185,2171,LegalQA
SELECT,7.0,0,0,1,0,0,2,0,0,0,0,0,0,0,0,1,0,0,0,0,3,2,3,2,10.5,3,1,2,14,8,0.6129,31,30,136,1982,LegalQA
SELECT,8.5,0,0,1,0,0,3,0,0,0,0,0,0,0,0,1,0,0,0,0,4,2,4,2,12.0,4,1,3,13,8,0.5116,43,30,179,2121,LegalQA
SELECT,10.0,0,0,1,0,0,4,0,0,0,0,0,0,0,0,1,0,0,0,0,5,2,5,2,13.5,5,1,4,13,8,0.5581,43,31,183,2244,LegalQA
SELECT,10.0,0,0,1,0,0,4,0,0,0,0,0,0,0,0,1,0,0,0,0,5,2,5,2,13.5,5,1,4,13,8,0.4912,57,31,213,2353,LegalQA
SELECT,10.0,0,0,1,0,0,4,0,0,0,0,0,0,0,0,1,0,0,0,0,5,2,4,2,12.0,4,1,4,13,8,0.5349,43,31,176,2211,LegalQA
SELECT,7.0,0,0,1,0,0,2,0,0,0,0,0,0,0,0,1,0,0,0,0,3,2,3,2,10.5,2,1,2,13,8,0.4762,63,29,200,2212,LegalQA
SELECT,7.0,0,0,1,0,0,2,0,0,0,0,0,0,0,0,1,0,0,0,0,3,2,2,2,9.0,2,1,2,12,8,0.6429,28,28,115,1789,LegalQA
SELECT,8.5,0,0,1,0,0,3,0,0,0,0,0,0,0,0,1,0,0,0,0,4,2,7,2,16.5,7,7,3,13,8,0.4545,55,31,225,2512,LegalQA
SELECT,7.0,0,0,1,0,0,2,0,0,0,0,0,0,0,0,1,0,0,0,0,3,2,3,2,10.5,3,1,2,13,8,0.5405,37,29,165,2089,LegalQA
SELECT,11.5,0,0,1,0,0,5,0,0,0,0,0,0,0,0,1,0,0,0,0,6,2,5,2,13.5,6,1,5,14,8,0.4912,57,33,212,2411,LegalQA
SELECT,10.0,0,0,1,0,0,4,0,0,0,0,0,0,0,0,1,0,0,0,0,5,2,4,2,12.0,4,1,4,13,8,0.5294,51,31,206,2326,LegalQA
SELECT,8.5,0,0,1,0,0,3,0,0,0,0,0,0,0,0,1,0,0,0,0,4,2,4,2,12.0,4,1,3,14,8,0.5306,49,31,190,2269,LegalQA
SELECT,10.0,0,0,1,0,0,4,0,0,0,0,0,0,0,0,1,0,0,0,0,5,2,4,2,12.0,5,1,4,13,8,0.5532,47,31,178,2251,LegalQA
SELECT,7.0,0,0,1,0,0,2,0,0,0,0,0,0,0,0,1,0,0,0,0,3,2,3,2,10.5,2,1,2,13,8,0.5319,47,29,178,2180,LegalQA
SELECT,10.0,0,0,1,0,0,2,1,0,0,0,0,0,0,0,1,0,0,0,0,4,3,4,2,14.0,8,7,2,13,8,0.5077,65,32,241,2569,LegalQA
SELECT,7.0,0,0,1,0,0,2,0,0,0,0,0,0,0,0,1,0,0,0,0,3,2,3,2,10.5,3,1,2,13,8,0.5366,41,29,167,2071,LegalQA
SELECT,10.0,0,0,1,0,0,4,0,0,0,0,0,0,0,0,1,0,0,0,0,5,2,4,2,12.0,4,1,4,13,8,0.5676,37,31,179,2192,LegalQA
SELECT,10.0,0,0,1,0,0,4,0,0,0,0,0,0,0,0,1,0,0,0,0,5,2,4,2,12.0,4,1,4,13,8,0.6207,29,31,164,2094,LegalQA
SELECT,7.0,0,0,1,0,0,2,0,0,0,0,0,0,0,0,1,0,0,0,0,3,2,3,2,10.5,3,1,2,13,8,0.5116,43,29,165,2077,LegalQA
SELECT,10.0,0,0,1,0,0,4,0,0,0,0,0,0,0,0,1,0,0,0,0,5,2,4,2,12.0,4,1,4,12,8,0.5254,59,30,200,2461,LegalQA
SELECT,7.0,0,0,1,0,0,2,0,0,0,0,0,0,0,0,1,0,0,0,0,3,2,3,2,10.5,3,1,2,14,8,0.5854,41,30,164,2115,LegalQA
SELECT,10.0,0,0,1,0,0,4,0,0,0,0,0,0,0,0,1,0,0,0,0,5,2,4,2,12.0,4,1,4,13,8,0.4045,89,31,272,2793,LegalQA
SELECT,7.0,0,0,1,0,0,2,0,0,0,0,0,0,0,0,1,0,0,0,0,3,2,3,2,10.5,3,1,2,13,8,0.5366,41,29,164,2041,LegalQA
SELECT,8.5,0,0,1,0,0,3,0,0,0,0,0,0,0,0,1,0,0,0,0,4,2,3,2,10.5,4,1,3,13,8,0.4912,57,30,192,2276,LegalQA
SELECT,7.0,0,0,1,0,0,2,0,0,0,0,0,0,0,0,1,0,0,0,0,3,2,3,2,10.5,3,1,2,13,8,0.5116,43,29,162,2059,LegalQA
SELECT,10.0,0,0,1,0,0,4,0,0,0,0,0,0,0,0,1,0,0,0,0,5,2,4,2,12.0,5,1,4,13,8,0.5085,59,31,209,2379,LegalQA
SELECT,8.5,0,0,1,0,0,3,0,0,0,0,0,0,0,0,1,0,0,0,0,4,2,3,2,10.5,4,1,3,13,8,0.4921,63,30,204,2430,LegalQA
SELECT,8.5,0,0,1,0,0,3,0,0,0,0,0,0,0,0,1,0,0,0,0,4,2,4,2,12.0,4,1,3,12,7,0.6098,41,28,157,2068,LegalQA
SELECT,10.0,0,0,1,0,0,2,1,0,0,0,0,0,0,0,1,0,0,0,0,4,3,3,2,12.5,5,3,2,12,8,0.4872,39,31,162,2083,LegalQA
SELECT,10.0,0,0,1,0,0,4,0,0,0,0,0,0,0,0,1,0,0,0,0,5,2,4,2,12.0,4,1,4,13,8,0.5111,45,31,183,2240,LegalQA
SELECT,7.0,0,0,1,0,0,2,0,0,0,0,0,0,0,0,1,0,0,0,0,3,2,3,2,10.5,2,1,2,14,8,0.4754,61,30,200,2340,LegalQA
SELECT,10.0,0,0,1,0,0,4,0,0,0,0,0,0,0,0,1,0,0,0,0,5,2,4,2,12.0,5,1,4,13,8,0.5714,35,31,170,2112,LegalQA
SELECT,10.0,0,0,1,0,0,4,0,0,0,0,0,0,0,0,1,0,0,0,0,5,2,4,2,12.0,4,1,4,13,8,0.5116,43,31,179,2215,LegalQA
SELECT,8.5,0,0,1,0,0,3,0,0,0,0,0,0,0,0,1,0,0,0,0,4,2,4,2,12.0,4,1,3,13,8,0.5319,47,30,178,2137,LegalQA
SELECT,10.0,0,0,1,0,0,4,0,0,0,0,0,0,0,0,1,0,0,0,0,5,2,4,2,12.0,5,1,4,13,8,0.5143,35,31,173,2137,LegalQA
SELECT,10.0,0,0,1,0,0,4,0,0,0,0,0,0,0,0,1,0,0,0,0,5,2,4,2,12.0,4,1,4,13,8,0.5641,39,31,170,2186,LegalQA
SELECT,7.0,0,0,1,0,0,2,0,0,0,0,0,0,0,0,1,0,0,0,0,3,2,3,2,10.5,2,1,2,15,8,0.5532,47,31,187,2287,LegalQA
SELECT,7.0,0,0,1,0,0,2,0,0,0,0,0,0,0,0,1,0,0,0,0,3,2,3,2,10.5,3,1,2,13,8,0.5581,43,29,158,2076,LegalQA
SELECT,10.0,0,0,1,0,0,4,0,0,0,0,0,0,0,0,1,0,0,0,0,5,2,4,2,12.0,5,1,4,17,8,0.5,36,32,179,2298,LegalQA
SELECT,7.0,0,0,1,0,0,2,0,0,0,0,0,0,0,0,1,0,0,0,0,3,2,3,2,10.5,2,1,2,13,8,0.549,51,29,173,2139,LegalQA
SELECT,10.0,0,0,1,0,0,4,0,0,0,0,0,0,0,0,1,0,0,0,0,5,2,4,2,12.0,4,1,4,13,8,0.6129,31,31,155,2053,LegalQA
SELECT,11.5,0,1,1,0,1,3,0,0,0,0,0,0,0,0,1,0,0,0,0,5,3,4,3,15.0,5,1,3,12,8,0.5429,35,30,160,2128,LegalQA
SELECT,8.5,0,0,1,0,0,3,0,0,0,0,0,0,0,0,1,0,0,0,0,4,2,4,2,12.0,4,1,3,14,8,0.5306,49,31,188,2219,LegalQA
SELECT,10.0,0,0,1,0,0,4,0,0,0,0,0,0,0,0,1,0,0,0,0,5,2,4,2,12.0,4,1,4,13,8,0.4894,47,31,188,2296,LegalQA
SELECT,7.0,0,0,1,0,0,2,0,0,0,0,0,0,0,0,1,0,0,0,0,3,2,3,2,10.5,3,1,2,14,8,0.6207,29,30,136,1957,LegalQA
SELECT,8.5,0,0,1,0,0,3,0,0,0,0,0,0,0,0,1,0,0,0,0,4,2,4,2,12.0,4,1,3,14,8,0.5556,45,31,183,2216,LegalQA
SELECT,16.0,0,0,1,0,0,2,3,0,0,0,0,0,0,0,1,0,0,0,0,6,3,3,2,12.5,2,1,2,13,8,0.5897,39,29,149,1996,LegalQA
SELECT,10.0,0,0,1,0,0,4,0,0,0,0,0,0,0,0,1,0,0,0,0,5,2,4,2,12.0,4,1,4,13,8,0.5111,45,31,182,2189,LegalQA
SELECT,7.0,0,0,1,0,0,2,0,0,0,0,0,0,0,0,1,0,0,0,0,3,2,3,2,10.5,2,1,2,14,8,0.561,41,30,166,2082,LegalQA
SELECT,13.0,0,0,1,0,0,2,2,0,0,0,0,0,0,0,1,0,0,0,0,5,3,5,2,15.5,10,10,3,13,8,0.4912,57,34,241,2530,LegalQA
SELECT,10.0,0,1,1,0,1,2,0,0,0,0,0,0,0,0,1,0,0,0,0,4,3,4,2,14.0,9,7,3,13,8,0.5424,59,31,232,2542,LegalQA
